credit_rating,revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity,capital,operating_cash_flow,interest_bearing_debt,debt_ratio,ROA,ROE,asset_turnover_ratio,interest_to_assets_ratio,interest_to_revenue_ratio,cash_flow_to_interest,interest_to_cash_flow,log_total_assets,log_total_liabilities
AA,280372.0,58161.1,69875.5,352340.9,43143.3,228349.7,12408.8,920.0,10680.6,3.5,0.2,0.3,0.8,0.0,0.0,0.1,11.6,5.5,4.6
AA,311051.3,78751.8,38275.6,631467.6,261615.7,245791.1,9424.9,97650.3,101191.9,27.8,0.1,0.2,0.5,0.2,0.3,1.0,1.0,5.8,5.4
AA,7107.0,-1628.8,14444.3,108645.7,44397.6,140828.7,482.9,-44402.8,-4048.4,91.9,0.1,0.1,0.1,-0.0,-0.6,11.0,0.1,5.0,4.6
AA,157394.4,49989.5,7559.6,258477.8,115391.1,114105.8,0.1,36675.1,66414.1,1153910.8,0.0,0.1,0.6,0.3,0.4,0.6,1.8,5.4,5.1
AA,189671.5,14673.8,14588.2,420879.6,179516.3,186231.1,4415.7,99363.2,106023.1,40.7,0.0,0.1,0.5,0.3,0.6,0.9,1.1,5.6,5.3
AA,301786.5,-38007.4,-53109.4,575290.4,191815.7,218325.4,0.1,61814.9,45952.9,1918156.9,-0.1,-0.2,0.5,0.1,0.2,1.3,0.7,5.8,5.3
AA,98971.4,-45993.9,-24825.5,336522.0,136911.2,164985.0,0.1,-13143.6,76589.3,1369112.2,-0.1,-0.2,0.3,0.2,0.8,-0.2,-5.8,5.5,5.1
AA,288967.3,33492.9,50239.4,335222.6,79926.6,150972.2,0.1,19413.8,7781.7,799266.2,0.1,0.3,0.9,0.0,0.0,2.5,0.4,5.5,4.9
AA,125195.1,-11046.3,-55139.2,463632.4,238618.3,157107.8,0.1,-22985.8,87513.8,2386183.5,-0.1,-0.4,0.3,0.2,0.7,-0.3,-3.8,5.7,5.4
AA,203442.1,10466.6,-22292.3,384264.9,199091.1,77322.9,11733.5,2220.2,78622.3,17.0,-0.1,-0.3,0.5,0.2,0.4,0.0,35.4,5.6,5.3
AA,166085.0,-15864.3,-37255.1,498038.5,222696.8,196502.4,12608.6,27471.9,97218.8,17.7,-0.1,-0.2,0.3,0.2,0.6,0.3,3.5,5.7,5.3
AA,172507.4,-5970.8,-5805.1,341200.7,121990.5,165882.8,4942.1,46170.1,66847.3,24.7,-0.0,-0.0,0.5,0.2,0.4,0.7,1.4,5.5,5.1
AA,265698.4,-27062.5,-22604.9,681039.5,177564.2,352279.8,0.1,-52300.7,84294.8,1775641.9,-0.0,-0.1,0.4,0.1,0.3,-0.6,-1.6,5.8,5.2
AA,142751.6,65040.9,55217.3,193999.0,113873.2,92499.0,0.1,92060.1,55748.0,1138731.9,0.3,0.6,0.7,0.3,0.4,1.7,0.6,5.3,5.1
AA,232788.5,12552.4,18828.6,366378.1,171483.3,120313.5,0.1,115500.6,45795.8,1714833.1,0.1,0.2,0.6,0.1,0.2,2.5,0.4,5.6,5.2
AA,295111.8,-46365.8,-55228.5,464130.9,94844.1,221708.9,7756.3,62698.5,31838.4,12.2,-0.1,-0.2,0.6,0.1,0.1,2.0,0.5,5.7,5.0
AA,192888.8,-35950.9,-6985.6,687838.8,230876.7,354630.4,7140.3,-28023.6,116499.4,32.3,-0.0,-0.0,0.3,0.2,0.6,-0.2,-4.2,5.8,5.4
AA,247614.6,88573.8,61222.6,449884.8,140786.3,267691.3,6526.2,146548.3,112496.5,21.6,0.1,0.2,0.6,0.3,0.5,1.3,0.8,5.7,5.1
AA,156199.8,-1775.2,3548.9,341417.2,33966.9,322278.2,6335.1,84494.8,2366.4,5.4,0.0,0.0,0.5,0.0,0.0,35.7,0.0,5.5,4.5
AA,257330.4,39408.7,5055.4,355922.6,148387.1,103497.0,0.1,64753.4,58081.2,1483870.6,0.0,0.0,0.7,0.2,0.2,1.1,0.9,5.6,5.2
AA,87895.9,1355.3,-21965.0,311272.4,176193.3,144491.7,9432.6,68160.7,55852.2,18.7,-0.1,-0.2,0.3,0.2,0.6,1.2,0.8,5.5,5.2
AA,187243.9,-24342.3,9646.9,471643.6,189567.1,191466.7,0.1,1935.7,95223.8,1895670.8,0.0,0.1,0.4,0.2,0.5,0.0,49.2,5.7,5.3
AA,313611.3,57060.7,36664.5,547755.2,194673.2,245120.3,6682.5,151320.9,87341.1,29.1,0.1,0.1,0.6,0.2,0.3,1.7,0.6,5.7,5.3
AA,92713.7,-35849.6,-52426.7,315394.9,211949.7,52052.9,2175.8,-29064.2,50860.3,97.4,-0.2,-1.0,0.3,0.2,0.5,-0.6,-1.7,5.5,5.3
AA,220249.8,37939.6,-20247.0,534722.3,138071.2,344227.6,2705.1,68619.2,52394.6,51.0,-0.0,-0.1,0.4,0.1,0.2,1.3,0.8,5.7,5.1
AA,125764.7,62882.3,70090.0,286304.1,170085.5,133510.8,9566.7,91383.5,101393.9,17.8,0.2,0.5,0.4,0.4,0.8,0.9,1.1,5.5,5.2
AA,164139.2,-17405.4,-20615.1,486354.9,155509.9,268670.9,6515.4,-11432.8,67610.6,23.9,-0.0,-0.1,0.3,0.1,0.4,-0.2,-5.9,5.7,5.2
AA,199782.3,23452.3,35178.5,472998.1,211158.6,164402.0,0.1,-36156.6,117267.2,2111586.1,0.1,0.2,0.4,0.2,0.6,-0.3,-3.2,5.7,5.3
AA,380121.1,80389.4,42254.6,765649.9,139545.1,478111.8,6700.0,6946.1,50290.2,20.8,0.1,0.1,0.5,0.1,0.1,0.1,7.2,5.9,5.1
AA,197081.7,64917.5,43019.4,264964.2,118129.8,108675.5,0.1,56691.1,49429.4,1181298.2,0.2,0.4,0.7,0.2,0.3,1.1,0.9,5.4,5.1
AA,282879.8,-1115.6,-27330.0,552532.0,24364.2,431528.6,4788.4,5028.6,5451.3,5.1,-0.0,-0.1,0.5,0.0,0.0,0.9,1.1,5.7,4.4
AA,341785.0,77379.3,77955.5,278294.6,22038.2,148311.2,0.1,75027.6,16518.4,220381.8,0.3,0.5,1.2,0.1,0.0,4.5,0.2,5.4,4.3
AA,138149.4,-20902.4,-13515.9,506214.1,202253.4,261501.4,0.1,34784.9,92938.5,2022533.7,-0.0,-0.1,0.3,0.2,0.7,0.4,2.7,5.7,5.3
AA,118701.5,23653.9,35480.9,355588.8,215225.5,115131.1,5854.7,9321.7,98967.5,36.8,0.1,0.3,0.3,0.3,0.8,0.1,10.6,5.6,5.3
AA,244568.0,-17950.9,-26156.4,503932.2,123569.0,237054.2,0.1,-91247.7,58075.9,1235689.7,-0.1,-0.1,0.5,0.1,0.2,-1.6,-0.6,5.7,5.1
AA,151762.4,-28832.9,-35759.3,345996.4,129714.7,165784.5,9709.9,48574.4,62799.2,13.4,-0.1,-0.2,0.4,0.2,0.4,0.8,1.3,5.5,5.1
AA,308181.3,97718.4,67683.9,329150.3,67427.7,192864.2,10269.6,102704.2,7244.8,6.6,0.2,0.4,0.9,0.0,0.0,14.2,0.1,5.5,4.8
AA,116263.4,-58131.7,-54154.6,451254.1,258445.3,103826.9,10594.6,-1736.4,116278.9,24.4,-0.1,-0.5,0.3,0.3,1.0,-0.0,-67.0,5.7,5.4
AA,184793.1,9882.7,-27749.7,471491.9,144046.4,258841.9,0.1,-6470.6,63997.1,1440464.4,-0.1,-0.1,0.4,0.1,0.3,-0.1,-9.9,5.7,5.2
AA,324502.1,27211.6,1715.9,469100.1,187341.2,119407.4,0.1,80812.2,77462.2,1873412.5,0.0,0.0,0.7,0.2,0.2,1.0,1.0,5.7,5.3
AA,77287.0,-38643.5,-36329.9,581690.3,174405.6,405088.9,15798.3,30784.6,118117.6,11.0,-0.1,-0.1,0.1,0.2,1.5,0.3,3.8,5.8,5.2
AA,326491.7,80112.0,69693.3,743156.0,218140.6,427018.1,17327.0,125963.6,108440.1,12.6,0.1,0.2,0.4,0.1,0.3,1.2,0.9,5.9,5.3
AA,161784.6,-12793.0,-3754.2,521635.2,271889.4,162144.6,0.1,-13156.7,95935.4,2718893.7,-0.0,-0.0,0.3,0.2,0.6,-0.1,-7.3,5.7,5.4
AA,94170.7,-1472.7,-44173.0,513582.4,129299.4,395948.1,2032.7,-43413.9,12379.8,63.6,-0.1,-0.1,0.2,0.0,0.1,-3.5,-0.3,5.7,5.1
AA,363885.1,50530.3,51513.2,680843.5,68097.7,483278.0,7941.5,23494.6,49254.8,8.6,0.1,0.1,0.5,0.1,0.1,0.5,2.1,5.8,4.8
AA,158070.2,59602.1,40262.4,138186.8,53085.7,67111.4,12816.4,-5304.5,25829.8,4.1,0.3,0.6,1.1,0.2,0.2,-0.2,-4.9,5.1,4.7
AA,384040.9,24038.9,2600.8,563193.7,102125.1,280442.9,8776.4,78442.0,74260.8,11.6,0.0,0.0,0.7,0.1,0.2,1.1,0.9,5.8,5.0
AA,191223.3,58550.6,60075.3,379350.4,120525.8,240151.9,18079.4,48273.8,45245.6,6.7,0.2,0.3,0.5,0.1,0.2,1.1,0.9,5.6,5.1
AA,141296.7,50627.6,75941.4,257817.6,92461.9,147479.3,0.1,-56943.5,58434.1,924618.8,0.3,0.5,0.5,0.2,0.4,-1.0,-1.0,5.4,5.0
AA,64274.7,-2756.8,-14225.1,283539.2,130479.0,189815.5,79.1,81812.4,74341.6,1649.8,-0.1,-0.1,0.2,0.3,1.2,1.1,0.9,5.5,5.1
AA,230168.8,22118.9,17728.9,297930.8,128717.6,74841.2,0.1,56008.1,80037.0,1287175.5,0.1,0.2,0.8,0.3,0.3,0.7,1.4,5.5,5.1
AA,33162.8,15400.3,21860.4,379297.4,237281.7,177102.4,1404.6,-407.1,87888.7,168.9,0.1,0.1,0.1,0.2,2.7,-0.0,-216.4,5.6,5.4
AA,275548.3,88791.8,14343.6,527265.8,146175.5,289968.0,4563.8,27432.6,63962.7,32.0,0.0,0.0,0.5,0.1,0.2,0.4,2.3,5.7,5.2
AA,2096.9,-1048.5,-34503.8,230671.6,154888.0,92890.8,0.1,-28031.3,81503.6,1548880.4,-0.1,-0.4,0.0,0.4,38.9,-0.3,-2.9,5.4,5.2
AA,257063.6,49567.1,5876.5,555834.9,148485.0,333814.4,15398.5,114293.8,106423.2,9.6,0.0,0.0,0.5,0.2,0.4,1.1,0.9,5.7,5.2
AA,259154.1,23531.4,34328.6,562163.0,94187.6,379370.9,94.2,7489.5,80870.6,999.9,0.1,0.1,0.5,0.1,0.3,0.1,10.8,5.7,5.0
AA,157341.0,3594.8,5392.3,537689.0,227328.1,241762.1,3235.3,-52800.5,78537.6,70.3,0.0,0.0,0.3,0.1,0.5,-0.7,-1.5,5.7,5.4
AA,227841.0,55616.0,29343.0,235069.6,121743.0,45742.2,7779.4,70397.8,37812.2,15.6,0.1,0.6,1.0,0.2,0.2,1.9,0.5,5.4,5.1
AA,209681.7,11162.7,13023.6,546839.0,176329.4,287277.9,9672.6,-9819.9,80256.2,18.2,0.0,0.0,0.4,0.1,0.4,-0.1,-8.2,5.7,5.2
AA,214743.1,83870.3,39023.7,254318.6,10932.6,251364.2,0.1,137226.7,27331.7,109326.0,0.2,0.2,0.8,0.1,0.1,5.0,0.2,5.4,4.0
AA,176843.4,8566.0,525.7,179349.7,88482.4,29051.5,8742.9,31807.0,53238.3,10.1,0.0,0.0,1.0,0.3,0.3,0.6,1.7,5.3,4.9
AA,135932.2,6590.0,9885.0,551266.6,237275.2,281600.8,7845.8,-3311.4,83013.3,30.2,0.0,0.0,0.2,0.2,0.6,-0.0,-25.1,5.7,5.4
AA,155110.7,64815.6,54613.0,168128.0,83579.8,89624.5,10932.5,77241.9,45337.9,7.6,0.3,0.6,0.9,0.3,0.3,1.7,0.6,5.2,4.9
AA,366677.3,79952.0,57034.2,587431.5,148219.2,307102.5,12370.5,109812.6,73966.5,12.0,0.1,0.2,0.6,0.1,0.2,1.5,0.7,5.8,5.2
AA,145131.9,16929.8,23879.7,118804.7,42860.3,69582.0,0.1,69853.6,33977.0,428603.5,0.2,0.3,1.2,0.3,0.2,2.1,0.5,5.1,4.6
AA,265109.0,42011.2,22557.8,252135.0,108710.2,54230.6,11251.7,121331.5,53549.9,9.7,0.1,0.4,1.1,0.2,0.2,2.3,0.4,5.4,5.0
AA,268459.9,22808.8,-15533.6,483191.9,48818.3,364843.1,0.1,93412.4,35490.9,488182.6,-0.0,-0.0,0.6,0.1,0.1,2.6,0.4,5.7,4.7
AA,239629.7,36501.6,51699.7,548491.7,94065.3,393409.3,10983.7,23015.1,85183.2,8.6,0.1,0.1,0.4,0.2,0.4,0.3,3.7,5.7,5.0
AA,200659.3,89584.0,59262.6,140933.6,39982.6,117686.2,7752.2,159109.1,13098.8,5.2,0.4,0.5,1.4,0.1,0.1,12.1,0.1,5.1,4.6
AA,209020.0,37721.4,-15747.9,506704.0,84268.5,355770.2,10184.2,-17224.6,88606.7,8.3,-0.0,-0.0,0.4,0.2,0.4,-0.2,-5.1,5.7,4.9
AA,167547.8,42840.1,22508.1,207527.6,40793.7,150861.9,14913.1,30471.6,32174.9,2.7,0.1,0.1,0.8,0.2,0.2,0.9,1.1,5.3,4.6
AA,114412.2,1310.5,1965.7,344344.9,169120.4,121279.4,796.4,-86762.6,101636.4,212.4,0.0,0.0,0.3,0.3,0.9,-0.9,-1.2,5.5,5.2
AA,62921.8,-10041.4,-8260.8,341410.5,156009.2,200719.2,18874.8,-9839.1,57460.7,8.3,-0.0,-0.0,0.2,0.2,0.9,-0.2,-5.8,5.5,5.2
AA,308142.3,5477.1,-16524.4,636952.5,104922.6,406737.2,11688.0,21476.4,33010.3,9.0,-0.0,-0.0,0.5,0.1,0.1,0.7,1.5,5.8,5.0
AA,57932.8,-28966.4,-250.6,247159.1,98454.0,167429.4,3049.3,-25785.9,17216.1,32.3,-0.0,-0.0,0.2,0.1,0.3,-1.5,-0.7,5.4,5.0
AA,289642.1,34409.7,-14429.9,519456.2,130755.8,267186.9,9976.6,38491.8,59426.9,13.1,-0.0,-0.1,0.6,0.1,0.2,0.6,1.5,5.7,5.1
AA,152303.1,16197.8,24296.7,252529.2,137454.4,107021.5,14011.7,71198.0,88.9,9.8,0.1,0.2,0.6,0.0,0.0,792.4,0.0,5.4,5.1
AA,219748.7,6916.1,-2876.5,700107.6,273788.2,318192.1,789.7,258.3,108884.6,346.7,-0.0,-0.0,0.3,0.2,0.5,0.0,419.9,5.8,5.4
AA,177827.1,1925.4,-20113.9,564446.3,177797.9,316963.3,199.2,-6503.6,96882.9,892.3,-0.0,-0.1,0.3,0.2,0.5,-0.1,-14.9,5.8,5.2
AA,362490.9,71063.3,49371.3,366247.3,155271.8,42754.8,0.1,83842.1,66987.9,1552718.0,0.1,1.2,1.0,0.2,0.2,1.3,0.8,5.6,5.2
AA,161216.6,4558.2,6837.3,128406.8,35725.6,58934.1,2932.9,24683.3,37767.9,12.2,0.1,0.1,1.3,0.3,0.2,0.7,1.5,5.1,4.6
AA,189833.7,75654.6,41233.3,202012.5,70659.3,133894.5,8926.5,136152.9,39102.6,7.9,0.2,0.3,0.9,0.2,0.2,3.5,0.3,5.3,4.8
AA,212435.4,50516.4,40307.2,585171.5,143594.3,394726.8,10153.3,8144.6,79637.4,14.1,0.1,0.1,0.4,0.1,0.4,0.1,9.8,5.8,5.2
AA,2704.2,-1352.1,-2491.2,122499.8,38863.2,144366.7,11218.1,-46018.1,48097.0,3.5,-0.0,-0.0,0.0,0.4,17.8,-1.0,-1.0,5.1,4.6
AA,252761.3,-1639.2,-22351.9,652291.0,217185.8,292637.3,0.1,-34750.4,95705.9,2171858.1,-0.0,-0.1,0.4,0.1,0.4,-0.4,-2.8,5.8,5.3
AA,167331.9,13731.5,20597.2,535170.2,94070.1,402918.5,5648.8,-66839.6,76953.0,16.7,0.0,0.1,0.3,0.1,0.5,-0.9,-1.2,5.7,5.0
AA,260676.1,20317.1,10441.6,271488.6,95776.1,51731.4,0.1,15151.7,59013.7,957761.1,0.0,0.2,1.0,0.2,0.2,0.3,3.9,5.4,5.0
AA,284987.6,102102.3,85265.0,552519.6,117479.3,391064.8,17353.5,101179.6,61968.8,6.8,0.2,0.2,0.5,0.1,0.2,1.6,0.6,5.7,5.1
AA,106927.2,37424.8,-12847.6,413559.3,136359.9,311164.9,12839.2,52340.5,24881.4,10.6,-0.0,-0.0,0.3,0.1,0.2,2.1,0.5,5.6,5.1
AA,70672.5,6136.1,-25291.9,117122.0,10154.9,154527.9,8725.4,27017.7,-6853.9,1.2,-0.2,-0.2,0.6,-0.1,-0.1,-3.9,-0.3,5.1,4.0
AA,186334.8,-2086.8,-3179.6,600323.1,160941.5,388504.9,212.0,-19884.8,26465.9,759.2,-0.0,-0.0,0.3,0.0,0.1,-0.8,-1.3,5.8,5.2
AA,262417.1,36779.2,11362.6,544648.5,115346.5,338952.8,12428.4,26344.9,68336.7,9.3,0.0,0.0,0.5,0.1,0.3,0.4,2.6,5.7,5.1
AA,240302.6,31332.6,-1500.4,360845.3,111209.2,163089.6,5506.8,92115.4,99277.4,20.2,-0.0,-0.0,0.7,0.3,0.4,0.9,1.1,5.6,5.0
AA,266726.7,89554.8,82345.6,524083.6,221865.6,237587.7,0.1,141763.3,110168.4,2218656.3,0.2,0.3,0.5,0.2,0.4,1.3,0.8,5.7,5.3
AA,207137.9,-32888.4,-28673.3,456595.9,127428.3,232454.4,14928.5,-6628.5,52390.7,8.5,-0.1,-0.1,0.5,0.1,0.3,-0.1,-7.9,5.7,5.1
AA,322383.3,76149.3,54046.3,614821.5,147716.9,378062.2,8053.2,108898.4,56401.8,18.3,0.1,0.1,0.5,0.1,0.2,1.9,0.5,5.8,5.2
AA,124921.6,5131.4,7697.2,272895.9,80987.7,191909.9,10284.3,9276.8,22156.3,7.9,0.0,0.0,0.5,0.1,0.2,0.4,2.4,5.4,4.9
AA,227363.7,37190.3,34596.3,291744.8,115259.0,119575.4,15081.9,106470.2,52624.1,7.6,0.1,0.3,0.8,0.2,0.2,2.0,0.5,5.5,5.1
AA,144583.2,52988.6,31659.5,376952.7,71685.6,351196.6,15536.9,115055.8,36237.7,4.6,0.1,0.1,0.4,0.1,0.3,3.2,0.3,5.6,4.9
AA,248528.5,33951.9,14016.3,456682.5,190773.6,188759.2,16666.8,127827.8,65322.3,11.4,0.0,0.1,0.5,0.1,0.3,2.0,0.5,5.7,5.3
AA,292658.9,49415.7,45745.5,547350.8,32393.8,466904.0,8386.2,77459.3,-2985.8,3.9,0.1,0.1,0.5,-0.0,-0.0,-26.0,-0.0,5.7,4.5
AA,280006.6,29019.6,23092.3,581787.4,218979.6,218874.7,0.1,-9013.0,91203.6,2189796.5,0.0,0.1,0.5,0.2,0.3,-0.1,-10.1,5.8,5.3
AA,65846.6,32923.3,49384.9,125030.3,81461.2,142698.8,14352.4,159987.4,76163.4,5.7,0.4,0.3,0.5,0.6,1.2,2.1,0.5,5.1,4.9
AA,299399.5,55404.5,66217.8,308216.0,34675.3,160461.2,0.1,-34042.3,11527.9,346753.0,0.2,0.4,1.0,0.0,0.0,-3.0,-0.3,5.5,4.5
AA,19925.8,-3102.1,-29514.5,505938.2,153287.5,393601.7,0.1,-91868.7,68922.8,1532875.3,-0.1,-0.1,0.0,0.1,3.5,-1.3,-0.8,5.7,5.2
AA,98875.7,-7682.9,-13909.9,267966.5,131102.2,134057.4,2495.6,31610.7,43517.1,52.5,-0.1,-0.1,0.4,0.2,0.4,0.7,1.4,5.4,5.1
AA,228964.3,-33414.1,-42090.8,701286.5,246524.7,341592.5,6514.6,61976.2,105159.2,37.8,-0.1,-0.1,0.3,0.1,0.5,0.6,1.7,5.8,5.4
AA,93830.2,2186.2,3279.3,323017.8,198259.8,109247.8,0.1,16737.6,85071.9,1982598.2,0.0,0.0,0.3,0.3,0.9,0.2,5.1,5.5,5.3
AA,25772.8,-12886.4,-32843.3,260228.9,52685.6,243151.5,5776.4,-31805.7,79690.7,9.1,-0.1,-0.1,0.1,0.3,3.1,-0.4,-2.5,5.4,4.7
AA,167670.6,-52699.9,-24300.4,504185.8,155563.2,285588.3,12158.2,41794.0,77984.6,12.8,-0.0,-0.1,0.3,0.2,0.5,0.5,1.9,5.7,5.2
AA,211921.9,39850.4,50551.9,528689.4,217609.9,231536.9,0.1,16204.5,111367.9,2176099.1,0.1,0.2,0.4,0.2,0.5,0.1,6.9,5.7,5.3
AA,118843.5,49309.1,20277.7,282038.3,109467.3,196572.9,8318.0,57979.4,42484.4,13.2,0.1,0.1,0.4,0.2,0.4,1.4,0.7,5.5,5.0
AA,164173.5,47336.6,21216.7,618287.7,259935.3,346576.5,5472.4,105671.6,93505.2,47.5,0.0,0.1,0.3,0.2,0.6,1.1,0.9,5.8,5.4
AA,335969.3,92099.0,43956.1,667478.5,101283.7,455828.7,0.1,14131.7,64610.7,1012837.3,0.1,0.1,0.5,0.1,0.2,0.2,4.6,5.8,5.0
AA,135092.2,947.9,1031.7,215719.4,90593.3,101166.7,4470.0,37312.9,54121.4,20.3,0.0,0.0,0.6,0.3,0.4,0.7,1.5,5.3,5.0
AA,218841.9,92125.1,52161.9,272309.7,92994.3,127651.3,0.1,-18176.3,18435.2,929942.9,0.2,0.4,0.8,0.1,0.1,-1.0,-1.0,5.4,5.0
AA,183519.2,-21386.5,-49854.1,588490.2,110542.5,428862.2,8353.7,45052.4,75854.7,13.2,-0.1,-0.1,0.3,0.1,0.4,0.6,1.7,5.8,5.0
AA,212814.8,-18561.1,-32890.6,472623.1,188165.6,160990.8,566.9,12151.4,118977.8,331.9,-0.1,-0.2,0.5,0.3,0.6,0.1,9.8,5.7,5.3
AA,316866.6,40009.6,39960.3,513178.0,157709.2,212520.7,0.1,21061.8,61389.5,1577092.1,0.1,0.2,0.6,0.1,0.2,0.3,2.9,5.7,5.2
AA,147063.6,57065.1,43139.2,293350.7,135700.6,169311.3,7372.6,109314.9,67994.9,18.4,0.1,0.3,0.5,0.2,0.5,1.6,0.6,5.5,5.1
AA,331509.9,14266.6,-12888.2,611341.0,187014.6,256068.7,0.1,65053.7,93462.7,1870146.1,-0.0,-0.1,0.5,0.2,0.3,0.7,1.4,5.8,5.3
AA,374462.1,64876.0,47190.3,440958.3,54890.6,224364.4,4155.6,-6816.0,22080.2,13.2,0.1,0.2,0.8,0.1,0.1,-0.3,-3.2,5.6,4.7
AA,344233.7,68719.3,39137.8,796516.9,184690.0,465673.1,3251.4,-4509.0,97554.4,56.8,0.0,0.1,0.4,0.1,0.3,-0.0,-21.6,5.9,5.3
AA,161234.2,59607.9,43148.0,481631.4,177791.8,305516.3,11005.0,67690.3,62787.4,16.2,0.1,0.1,0.3,0.1,0.4,1.1,0.9,5.7,5.2
AA,218115.5,65255.5,70491.1,446370.7,159601.7,259597.6,5513.8,92958.5,51588.8,28.9,0.2,0.3,0.5,0.1,0.2,1.8,0.6,5.6,5.2
AA,49589.9,2760.2,4140.3,222372.8,56146.9,224325.1,15940.6,11428.6,36902.5,3.5,0.0,0.0,0.2,0.2,0.7,0.3,3.2,5.3,4.7
AA,270513.6,80847.7,56774.0,299341.2,133568.6,115076.5,15024.5,154879.7,10086.1,8.9,0.2,0.5,0.9,0.0,0.0,15.4,0.1,5.5,5.1
AA,167413.4,17028.6,23907.5,340787.5,124872.7,167579.1,5540.3,-27635.7,36727.7,22.5,0.1,0.1,0.5,0.1,0.2,-0.8,-1.3,5.5,5.1
AA,298775.1,64383.8,49606.6,418207.8,191897.5,78222.5,10607.8,7516.2,91430.1,18.1,0.1,0.6,0.7,0.2,0.3,0.1,12.2,5.6,5.3
AA,39935.8,19967.9,28608.9,121048.9,77369.4,113610.1,0.1,27087.7,43386.7,773694.3,0.2,0.3,0.3,0.4,1.1,0.6,1.6,5.1,4.9
AA,133290.4,-50744.9,-4816.1,611217.6,156924.3,389630.3,0.1,-84982.6,116644.5,1569243.4,-0.0,-0.0,0.2,0.2,0.9,-0.7,-1.4,5.8,5.2
AA,301382.1,51896.5,15345.0,255467.0,68544.8,71753.1,0.1,56646.7,6296.6,685448.4,0.1,0.2,1.2,0.0,0.0,9.0,0.1,5.4,4.8
AA,56945.7,28472.8,-3480.4,144507.6,78339.4,159352.6,2496.5,154650.1,30732.1,31.4,-0.0,-0.0,0.4,0.2,0.5,5.0,0.2,5.2,4.9
AA,235210.4,77038.8,61745.0,227048.4,36690.9,160849.7,13849.2,65046.9,348.4,2.6,0.3,0.4,1.0,0.0,0.0,186.2,0.0,5.4,4.6
AA,68775.2,-34387.6,-52472.0,149393.9,89749.1,76764.2,0.1,93376.6,43669.7,897491.2,-0.4,-0.7,0.5,0.3,0.6,2.1,0.5,5.2,5.0
AA,211266.7,17610.0,26415.0,302218.6,87228.7,163417.9,443.5,56988.5,31939.4,196.7,0.1,0.2,0.7,0.1,0.2,1.8,0.6,5.5,4.9
AA,255847.3,29577.0,16280.9,344957.5,66931.1,206551.4,16461.5,93329.5,44575.3,4.1,0.0,0.1,0.7,0.1,0.2,2.1,0.5,5.5,4.8
AA,221246.4,-5089.3,-28680.0,588539.3,223247.7,281317.2,1629.2,83392.3,64079.8,137.0,-0.0,-0.1,0.4,0.1,0.3,1.3,0.8,5.8,5.3
AA,46843.8,-23421.9,-14799.1,323458.4,36729.2,333301.6,17674.4,-48757.5,22669.9,2.1,-0.0,-0.0,0.1,0.1,0.5,-2.2,-0.5,5.5,4.6
AA,214348.5,28761.8,39533.4,380057.2,191548.4,86588.3,11862.3,-18671.3,84573.0,16.1,0.1,0.5,0.6,0.2,0.4,-0.2,-4.5,5.6,5.3
AA,353074.0,53034.5,23247.0,628464.0,69844.0,420959.9,917.9,23114.9,65126.5,76.1,0.0,0.1,0.6,0.1,0.2,0.4,2.8,5.8,4.8
AA,65263.3,15652.1,21876.0,239402.6,176672.2,88303.6,973.1,38057.2,58869.4,181.6,0.1,0.2,0.3,0.2,0.9,0.6,1.5,5.4,5.2
AA,234011.0,-36573.3,-26435.8,533297.6,90705.3,346552.1,266.4,-19509.3,14034.8,340.5,-0.0,-0.1,0.4,0.0,0.1,-1.4,-0.7,5.7,5.0
AA,67730.3,-15916.1,-32488.0,65100.5,40467.4,52770.6,11098.6,41811.2,4976.9,3.6,-0.5,-0.6,1.0,0.1,0.1,8.4,0.1,4.8,4.6
AA,67662.5,-611.6,16075.7,226044.9,132274.3,93622.2,0.1,-63721.6,41880.2,1322742.9,0.1,0.2,0.3,0.2,0.6,-1.5,-0.7,5.4,5.1
AA,319631.1,61330.8,44874.6,456629.8,62507.1,301593.3,17851.1,77123.1,25219.3,3.5,0.1,0.1,0.7,0.1,0.1,3.1,0.3,5.7,4.8
AA,156576.0,-58768.6,-25324.3,283776.0,57691.2,193709.6,9862.9,66415.7,9280.0,5.8,-0.1,-0.1,0.6,0.0,0.1,7.2,0.1,5.5,4.8
AA,232743.7,38394.0,17798.4,354669.7,182850.0,80410.0,0.1,106400.7,113152.3,1828500.0,0.1,0.2,0.7,0.3,0.5,0.9,1.1,5.5,5.3
AA,187427.5,73939.0,58008.6,309642.7,185930.0,98091.1,7505.1,117077.1,84463.4,24.8,0.2,0.6,0.6,0.3,0.5,1.4,0.7,5.5,5.3
AA,74692.4,15784.7,-10241.7,95087.6,32853.8,75788.9,0.1,-42914.3,23976.7,328537.9,-0.1,-0.1,0.8,0.3,0.3,-1.8,-0.6,5.0,4.5
AA,161330.9,54153.3,39160.5,319481.9,119982.7,186129.0,13662.0,60830.1,82396.9,8.8,0.1,0.2,0.5,0.3,0.5,0.7,1.4,5.5,5.1
AA,226689.3,15851.4,16557.3,467005.6,100863.4,310674.5,7276.7,78363.7,64313.0,13.9,0.0,0.1,0.5,0.1,0.3,1.2,0.8,5.7,5.0
AA,110225.8,-5403.8,29542.7,460098.0,272149.4,123094.0,0.1,-93618.7,96864.3,2721494.0,0.1,0.2,0.2,0.2,0.9,-1.0,-1.0,5.7,5.4
